sku,store,attribute_set,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting, weight ,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
RSU232T8120/A,default,Grouper,RSU232T8120 /A,RSU232T8120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,DK,  1.30 ,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,  0.58 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"F15T8, F17T8, F25T8, F32T8",,,,,,,,,,,,,,
2P20046,default,Grouper,RSW120T12120 /A,RSW120T12120,P20046,simple,3, Searchable ,,  4 ,2,10W,10,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, 1 F20T12 Linear Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF", 47-63 ,69.95, $ 7.00 ,,Leads both ends,Preheat-Rapid ,Series, 1.10 ,1,  1 , T12 , Yes , No , 15-18 ,,120,Normal,0.55-0.56, 120 Â±10% , 0.23-0.35 ,  -   ,  -   ,N,  -   ," UL/935 , CSA Certified (cUL) ",  -   ,  -   , 6.47 , 1.38 , 1.00 ,  -   ,  -   ,  0.55 ,,,,,"F14T12, F14T8, F15T12, F15T8, F17T8, F17T8U, F18T8, F20T12",,,,,,,,,,,"[""REL1S40SC"", ""SC120115T8XL"", ""SC120115CT8"", ""SC120120CT12"", ""KTEB1201TPEMI"", ""HL120RIS12W"", ""E120RS120"", ""VE232120MIP""]",734832003723,9W2,
3P20046,default,Grouper,RSW120T12120 /A,RSW120T12120,P20046,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, 1 F20T12 Linear Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF", 47-63 ,10.95, $ 10.95 ,,Leads both ends,Preheat-Rapid ,Series,  1.08 ,1,  1 , T12 , Yes , No , 15-18 ,  -   ,120,Normal,0.55-0.56, 120 Â±10% , 0.23-0.35 ,  -   ,  -   ,N,  -   ," UL/935 , CSA Certified (cUL) ",  -   ,  -   , 6.47 , 1.38 , 1.00 ,  -   ,  -   ,  0.55 ,,,,,"F14T12, F14T8, F15T12, F15T8, F17T8, F17T8U, F18T8, F20T12",,,,,,,,,,,"[""REL1S40SC"", ""SC120115T8XL"", ""SC120115CT8"", ""SC120120CT12"", ""KTEB1201TPEMI"", ""HL120RIS12W"", ""E120RS120"", ""VE232120MIP""]",734832003730,9W2,
5P20046,default,Grouper,RSW120T12120 /A,RSW120T12120,P20046,simple,3, Searchable ,,  2 ,5,10,10,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, 1 F20T12 Linear Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF", 47-63 ,42.50, $ 4.25 ,,Leads both ends,Preheat-Rapid ,Series, 1.00 ,1,  1 , T12 , Yes , No , 15-18 ,,120,Normal,0.55-0.56, 120 Â±10% , 0.23-0.35 ,  -   ,  -   ,N,  -   ," UL/935 , CSA Certified (cUL) ",  -   ,  -   , 6.47 , 1.38 , 1.00 ,  -   ,  -   ,  0.55 ,,,,,"F14T12, F14T8, F15T12, F15T8, F17T8, F17T8U, F18T8, F20T12",,,,,,,,,,,"[""REL1S40SC"", ""SC120115T8XL"", ""SC120115CT8"", ""SC120120CT12"", ""KTEB1201TPEMI"", ""HL120RIS12W"", ""E120RS120"", ""VE232120MIP""]",734832021659,9W2,
RSW122C120WS/A,default,Grouper,RSW122C120WS /A,RSW122C120WS,P20026,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,DK,  0.99 ,1,  1 , T9 , Yes , No ,  18 , Single ,120,Normal,  0.55 , 120 Â±10% ,  0 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"CFS21W/GR10q, FC8T9, FC12T9, FC16T9",,,,,,,,,,,,,9W,
RSW125T8120DIM/A,default,Grouper,RSW125T8120DIM/A,RSW125T8120DIM,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F25T8,,,,,,,,,,,,,,
RSW125T8120LMH/A,default,Grouper,RSW125T8120LMH/A,RSW125T8120LMH,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F25T8,,,,,,,,,,,,,,
RSW132T8120/B,default,Grouper,RSW132T8120 /B,RSW132T8120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F32T8,,,,,,,,,,,,,,
RSW132T8120DIM/A,default,Grouper,RSW132T8120DIM/A,RSW132T8120DIM,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F32T8,,,,,,,,,,,,,,
RSW132T8120LMH/A,default,Grouper,RSW132T8120LMH/A,RSW132T8120LMH,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F32T8,,,,,,,,,,,,,,
1P20201,default,Grouper,RSW132T8120WT ET,RSW132T8120WT,P20203,simple,3, Searchable ,,  1 , 1 ,72,72,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast,120,50-60,1x32T8     ",50-60,445.50, $ 6.19 ,  14 ,,Preheat-Rapid ,Series,  0.95 ,1,  1 ,,,,,,120,Normal,,,,,,N,,,,, 6.47 , 1.38 , 1.00 ,,,  0.55 ,,,,,"F15T8, F17T8, F25T8, F32T8",,,,,,,,,,,"[""SC120132T8XL"", ""KTEB1261TP"", ""HL120RIS12W"", ""E120RS120""]",,,
1P20202,default,Grouper,RSW132T8120WT FT,RSW132T8120WT,P20203,simple,3, Searchable ,,  1 , 1 ,72,72,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast,120,50-60,1x32T8     ",50-60,445.50, $ 6.19 ,  14 ,,Preheat-Rapid ,Series,  0.95 ,1,  1 ,,,,,,120,Normal,,,,,,N,,,,, 6.47 , 1.38 , 1.00 ,,,  0.55 ,,,,,"F15T8, F17T8, F25T8, F32T8",,,,,,,,,,,"[""SC120132T8XL"", ""KTEB1261TP"", ""HL120RIS12W"", ""E120RS120""]",,,
1P20203,default,Grouper,RSW132T8120WT GT,RSW132T8120WT,P20203,simple,3, Searchable ,,  1 , 1 ,72,72,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast,120,50-60,1x32T8     ",50-60,445.50, $ 6.19 ,  14 ,,Preheat-Rapid ,Series,  0.95 ,1,  1 ,,,,,,120,Normal,,,,,,N,,,,, 6.47 , 1.38 , 1.00 ,,,  0.55 ,,,,,"F15T8, F17T8, F25T8, F32T8",,,,,,,,,,,"[""SC120132T8XL"", ""KTEB1261TP"", ""HL120RIS12W"", ""E120RS120""]",,,
3P20009,default,Grouper,RSW140C120WS /A,RSW140C120WS,P20009,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, Preheat Rapid Start, 1 Lamp, Circline (FC12T9), NPF, 120Vac.", 47-63 ,9.95, $ 9.95 ,,Leads both ends,Preheat-Rapid ,DK,  0.90 ,1,  1 , Circular , Yes , No , 29-37 ,  -   ,120,Normal,  0.57 , 120 Â±10% , 0.42-0.53 ,  (18), A ,N," FCC Part 18 (Class B) EMI and RFI consumer limits, ANSI standard C82.11, ANSI standard C62 41  "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"FC12T9 (32W) , FC16T9",RSO140C120WS  /A,RSO140C120WS,P20129                       ,,,,,,,,,734832001996,9W2,
RSW140T12120/A,default,Grouper,RSW140T12120 /A,RSW140T12120,P20047,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,DK,  1.20 ,1,  1 , T12 , Yes , No , 29-37 , Single ,120,Normal,  0.53 , 120 Â±10% , 0.42-0.57 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"F25T12 (SHOPLIGHT), F30T12, F30T8, F40T10 , F40T12, F40T12ES, FC12T9 (32W) , FC16T9, FT36W/2G11",RSO140T12120 /A, RSO140T12120,P20162,,,,,,,,,,9W2,
RSW1G1624/A,default,Grouper,RSW1G1624 /A,RSW1G1624,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,240,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,,,,,,,,,,,,,,,
RSW217T8120/A,default,Grouper,RSW217T8120 /A,RSW217T8120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F20T12,,,,,,,,,,,,,,
RSW217T8120/B,default,Grouper,RSW217T8120 /B,RSW217T8120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F20T12,,,,,,,,,,,,,,
1P20130,default,Grouper,RSW218CQ120 /A,RSW218CQ120,P20130,simple,3, Searchable ,,  1 , 1 ,20,20,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 CFQ13W thru CFQ18W/G24q CFL Lamps, Preheat Rapid Start, 120Vac, 60Hz, Normal Ballast Factor, NPF", 47-63 ,159.95, $ 8.00 ,,Leads both ends,Preheat-Rapid ,DK,  0.95 ,2,  2 , CFL , Yes , No , 25-37 ,,120,Normal,  0.56 , 120 Â±10% , 0.42-0.55 ,  (20), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  4.00 ,1.88,1.19,  3.59 ,  18.00 ,  0.52 ,,,,,"CFQ18W/G24q, CFTR18W/GX24q , CFQ26W/G24q, CFTR26W/GX24q , CFS16W/GR10q, CFS28W/GR10q, CFT13W/2GX7",,,,,,,,,,,"[""REB2S18M6"", ""SBT218L120S"", ""CBT213L120"", ""NPY120218CFL"", ""NPY120213CFL"", ""KTEB2181TPSC"", ""KTEB2131TPSC"", ""KTEB2131TPSLMB"", ""Hatch HC218RS12DJ"", ""HC213RS12W"", ""E213120MR""]",734832016921,7E,
2P20130,default,Grouper,RSW218CQ120 /A,RSW218CQ120,P20130,simple,3, Searchable ,,  4 ,2,10W,10,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 CFQ13W thru CFQ18W/G24q CFL Lamps, Preheat Rapid Start, 120Vac, 60Hz, Normal Ballast Factor, NPF", 47-63 ,89.95, $ 9.00 ,,Leads both ends,Preheat-Rapid ,DK,  0.86 ,2,  2 , CFL , Yes , No , 25-37 ,,120,Normal,  0.50 , 120 Â±10% , 0.42-0.55 ,  (20), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  4.00 ,1.88,1.19,  3.59 ,  18.00 ,  0.52 ,,,,,"CFQ18W/G24q, CFTR18W/GX24q , CFQ26W/G24q, CFTR26W/GX24q , CFS16W/GR10q, CFS28W/GR10q, CFT13W/2GX7",,,,,,,,,,,"[""REB2S18M6"", ""SBT218L120S"", ""CBT213L120"", ""NPY120218CFL"", ""NPY120213CFL"", ""KTEB2181TPSC"", ""KTEB2131TPSC"", ""KTEB2131TPSLMB"", ""HC218RS12DJ"", ""HC213RS12W"", ""E213120MR""]",734832016938,7E,
3P20130,default,Grouper,RSW218CQ120 /A,RSW218CQ120,P20130,simple,3, Searchable ,,  5 ,3,1W,1,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 CFQ13W thru CFQ18W/G24q CFL Lamps, Preheat Rapid Start, 120Vac, 60Hz, Normal Ballast Factor, NPF", 47-63 ,11.95, $ 11.95 ,,Leads both ends,Preheat-Rapid ,DK,  1.00 ,2,  2 , CFL , Yes , No , 25-37 ,  -   ,120,Normal,  0.57 , 120 Â±10% , 0.42-0.55 ,  (20), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  4.00 ,1.88,1.19,  3.59 ,  18.00 ,  0.52 ,,,,,"CFQ18W/G24q, CFTR18W/GX24q , CFQ26W/G24q, CFTR26W/GX24q , CFS16W/GR10q, CFS28W/GR10q, CFT13W/2GX7",,,,,,,,,,,"[""REB2S18M6"", ""SBT218L120S"", ""CBT213L120"", ""NPY120218CFL"", ""NPY120213CFL"", ""KTEB2181TPSC"", ""KTEB2131TPSC"", ""KTEB2131TPSLMB"", ""Hatch HC218RS12DJ"", ""HC213RS12W"", ""E213120MR""]",734832016945,7E,
RSO218CQ120/A,default,Grouper,RSO218CQ120 /A,RSW218CQ120,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,Series,  0.88 ,2,  2 , CFL , Yes , No , 25-37 , Single ,120,Normal,0.50-0.57, 120 Â±10% , 0.42-0.55 ,  (20), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   , 6.00 , 1.78 , 1.08 ,  3.59 ,  18.00 ,  0.55 ,,,,,"CFQ18W/G24q, CFTR18W/GX24q , CFQ26W/G24q, CFTR26W/GX24q , CFS16W/GR10q, CFS28W/GR10q, CFT13W/2GX7",,,, RSW218CQ120 /A, RSW218CQ120,Electronic,Ongoing,Active,P20130,Leaded,"[""NPY120218CFL"", ""KTEB2181TP"", ""HC218RS12W""]",,7E,
RSW220T12120/B,default,Grouper,RSW220T12120 /B,RSW220T12120,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,DK,  1.02 ,2,  2 , T8 , Yes , No , 31-35 , Single ,120,Normal,  0.55 , 120 Â±10% , 0.45-0.52 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"F14T12, F14T8, F15T12, F15T8, F17T8, F18T8/24, F18T8/26, F20T12",,,,,,,,,,,,,9W2,
RSW2232C120WS/A,default,Grouper,RSW2232C120WS /A,RSW2232C120WS,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,,,  -   ,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,,,,,,,,,,,,,,,
1P20131,default,Grouper,RSW226CQ120 /A,RSW226CQ120,P20131,simple,3, Searchable ,,  1 , 1 ,20,20,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 CFQ26W/G24q CFL Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF", 47-63 ,159.95, $ 8.00 ,,Leads both ends,Preheat Rapid ,DK,  0.85 ,2,  2 , CFL , Yes , No , 44-52 ,,120,Normal,  0.51 , 120 Â±10% , 0.70-0.82 ,  (18), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) ,  Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  6.00 ,1.78,1.08,  5.75 ,  18.00 ,  0.55 ,,,,,"CFM57W/GX24q, CFQ26W/G24q, CFQ26W/G24q, CFTR26W/GX24q , CFS21W/GR10q, FC12T5, FC16T9, FT18W/2G11/RS, FT24W/2G11",,,,,,,,,,,"[""REB2S26M6"", ""NPY120226CFL"", ""KTEB2261TPSC"", ""HC226RS12W"", ""APCH40120B""]",734832016952,9W1,
2P20131,default,Grouper,RSW226CQ120 /A,RSW226CQ120,P20131,simple,3, Searchable ,,  4 ,2,10W,10,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 CFQ26W/G24q CFL Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF", 47-63 ,89.95, $ 9.00 ,,Leads both ends,Preheat Rapid ,DK,  0.90 ,2,  2 , CFL , Yes , No , 44-52 ,,120,Normal,  0.58 , 120 Â±10% , 0.70-0.82 ,  (18), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) ,  Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  6.00 ,1.78,1.08,  5.75 ,  18.00 ,  0.55 ,,,,,"CFM57W/GX24q, CFQ26W/G24q, CFQ26W/G24q, CFTR26W/GX24q , CFS21W/GR10q, FC12T5, FC16T9, FT18W/2G11/RS, FT24W/2G11",,,,,,,,,,,"[""REB2S26M6"", ""NPY120226CFL"", ""KTEB2261TPSC"", ""HC226RS12W"", ""APCH40120B""]",734832016969,9W1,
3P20131,default,Grouper,RSW226CQ120 /A,RSW226CQ120,P20131,simple,3, Searchable ,,  5 ,3,1W,1,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 CFQ26W/G24q CFL Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF", 47-63 ,11.95, $ 11.95 ,,Leads both ends,Preheat Rapid ,DK,  1.00 ,2,  2 , CFL , Yes , No , 44-52 ,  -   ,120,Normal,  0.57 , 120 Â±10% , 0.70-0.82 ,  (18), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) ,  Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  6.00 ,1.78,1.08,  5.75 ,  18.00 ,  0.55 ,,,,,"CFM57W/GX24q, CFQ26W/G24q, CFQ26W/G24q, CFTR26W/GX24q , CFS21W/GR10q, FC12T5, FC16T9, FT18W/2G11/RS, FT24W/2G11",,,,,,,,,,,"[""REB2S26M6"", ""NPY120226CFL"", ""KTEB2261TPSC"", ""HC226RS12W"", ""APCH40120B""]",734832016976,9W1,
RSW232T8120/C,default,Grouper,RSW232T8120 /C,RSW232T8120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,DK,  1.00 ,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,  0.58 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"F15T8, F17T8, F25T8, FC8T9",,,,,,,,,,,,,,
RSW232T8120/B,default,Grouper,RSW232T8120 /B,RSW232T8120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,"F15T8, F17T8, F25T8, FC8T9",,,,,,,,,,,,,,
2P20132,default,Grouper,RSW234T12120 /A,RSW234T12120,P20132,simple,3, Searchable ,,  4 ,2,10W,10,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 F40T12 Linear Lamp, Preheat- Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF",60,89.95, $ 9.00 ,,,Preheat Rapid ,Series,  1.42 ,2,  2 , T12 , Yes ,  -   , 22-40 ,,120,Normal,0.5, 120 Â±10% , 0.43-1.03 , -18ÂºC , A ,N,  -   ," UL/935 (Class P, Type HL, Type 1 outdoor) listed ",  -   ,  -   , 6.00 ,  1.88 ,  1.09 ,  5.75 ,  18.00 ,  0.88 ,,,,,"F25T12 (SHOPLIGHT), F30T12, F40T12, F40T12ES, FC12T9, FC12T9 AND FC8T9, FC16T9, FC16T9 AND FC12T9, FC8T9, FT36T8",,,,,,,,,,,"[""REL2S40SC"", ""GE240RS120R"", ""GE140RS120DIY"", ""97499"", ""GE240RS120DIY"", ""QTP2X40T12120RSNSC"", ""B240R120HP"", ""NPY120130T8"", ""NPY120240T8"", ""NPY120230T8"", ""WHCG9127T12RS"", ""KTEB2401TP"", ""R-2S40-1-TP"", ""KTEB1401TPEMI"", ""KTEB1401TPEMIWS"", ""HL240RRS12W"", ""HC2C72RS12W"", ""HC226RS12W""]",734832016990,9W1,
1P20132,default,Grouper,RSW234T12120 /A,RSW234T12120,P20132,simple,3, Searchable ,,  1 , 1 ,20,20,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 F40T12 Linear Lamp, Preheat- Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF",60,159.95, $ 8.00 ,,,Preheat Rapid ,Series,  1.26 ,2,  2 , T12 , Yes ,  -   , 22-40 ,,120,Normal,0.5, 120 Â±10% , 0.43-1.03 , -18ÂºC , A ,N,  -   ," UL/935 (Class P, Type HL, Type 1 outdoor) listed ",  -   ,  -   , 6.00 ,  1.88 ,  1.09 ,  5.75 ,  18.00 ,  0.88 ,,,,,"F25T12 (SHOPLIGHT), F30T12, F40T12, F40T12ES, FC12T9, FC12T9 AND FC8T9, FC16T9, FC16T9 AND FC12T9, FC8T9, FT36T8",,,,,,,,,,,"[""REL2S40SC"", ""GE240RS120R"", ""GE140RS120DIY"", ""97499"", ""GE240RS120DIY"", ""QTP2X40T12120RSNSC"", ""B240R120HP"", ""NPY120130T8"", ""NPY120240T8"", ""NPY120230T8"", ""WHCG9127T12RS"", ""KTEB2401TP"", ""R-2S40-1-TP"", ""KTEB1401TPEMI"", ""KTEB1401TPEMIWS"", ""HL240RRS12W"", ""HC2C72RS12W"", ""HC226RS12W""]",734832016983,9W1,
3P20132,default,Grouper,RSW234T12120 /A,RSW234T12120,P20132,simple,3, Searchable ,,  5 ,3,1W,1,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast, 2 F40T12 Linear Lamp, Preheat- Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF",60,11.95, $ 11.95 ,,,Preheat Rapid ,Series,  0.83 ,2,  2 , T12 , Yes ,  -   , 22-40 ,  -   ,120,Normal,0.5, 120 Â±10% , 0.43-1.03 , -18ÂºC , A ,N,  -   ," UL/935 (Class P, Type HL, Type 1 outdoor) listed ",  -   ,  -   , 6.00 ,  1.88 ,  1.09 ,  5.75 ,  18.00 ,  0.88 ,,,,,"F25T12 (SHOPLIGHT), F30T12, F40T12, F40T12ES, FC12T9, FC12T9 AND FC8T9, FC16T9, FC16T9 AND FC12T9, FC8T9, FT36T8",,,,,,,,,,,"[""REL2S40SC"", ""GE240RS120R"", ""GE140RS120DIY"", ""97499"", ""GE240RS120DIY"", ""QTP2X40T12120RSNSC"", ""B240R120HP"", ""NPY120130T8"", ""NPY120240T8"", ""NPY120230T8"", ""WHCG9127T12RS"", ""KTEB2401TP"", ""R-2S40-1-TP"", ""KTEB1401TPEMI"", ""KTEB1401TPEMIWS"", ""HL240RRS12W"", ""HC2C72RS12W"", ""HC226RS12W""]",734832017003,9W1,
RSW240T12120/B,default,Grouper,RSW240T12120 /B,RSW240T12120,P20010,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,DK,  1.05 ,2,  2 , T12 , Yes , No , 48-68 , Single ,120,Normal,  0.55 , 120 Â±10% , 0.72-1.00 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"F25T12 (SHOPLIGHT), F25T8, F30T12, F30T8, F32T8, F40T10 , F40T12, F40T12ES",RSW234T12120  /A, RSW234T12120 ,P20132,,,,,,,,,,9W,
